Date,City,Score,Review_usage,Review_pro,Review_contra,Review_comment,Like_count,Dislike_counts,Shop_review
2 месяца назад,Нижний Новгород,5,несколько месяцев,"Нет конкретных достоинств и недостатков все типично, люди знают зачем покупают конкретно этот бренд","Две сим карты, так как это версия смартфона из Гонконга, думайте сами что вам лучше потому что при двух физических не имеется еСим","Отличный за свою цену, быстро доставили, приходит новый, запакованный в оригинальной коробке(заказывал не рефаб)",0,1,Digital Planet
Неделю назад,Путилково,5,Не указано,"Дизайн, камера, звук, комфортное использование",Нет,"Отличный телефон, очень удобен в использовании, отличная камера, отличная батарея, заряжается быстро, заряд держит долго",1,4,MOBILE-ROOMS
2 месяца назад,Ессентуки,5,Не указано,"Два месяца пользуюсь, хорошая модель, камера шикарная. Пришёл оригинал (пробивала через сайт)","Пока не заметила недостатков в самом телефоне, но упаковка пришла искорёженная, сама коробка с телефоном целая, но была чуть грязная. НЕ РАСПАКОВАНА! Всё новое","Телефон компактный, камера классная, микрофон хороший - в общем, супер! Доставили вовремя",0,0,ТехноПространство
Месяц назад,Лениногорск,5,несколько месяцев,хороший телефон. работает достойно,за время использования не выявлено недостатков,"пользуюсь почти пол года. телефоном довольна, как и продавцом. телефон был на 5 тысяч дешевле конкурентов, поэтому переживала за оригинальность и новизну. но все было отлично",0,0,Mobile-mega
Месяц назад,Ижевск,5,менее месяца,"Оригинальный телефон, гарантия до ноября этого года. В подарок шел блок питания, пленочка и чехол. Айфон идеальный, даже запечатали как новый) Сделан был для США, аккум 100%.","Недостатков не нашла, идеальный!!!","После XR, конечно, разница колоссальная, советую!",0,0,White Store
3 недели назад,Уфа,5,Не указано,"хороший телефон, камера, плавность очень удобно в использовании, хорошо лежит в маленькой руке, красивый дизайн",в комплекте не прислали Лану Дель Рей,"в прочем очень хороший гаджет, который прослужит долгие годы",0,0,You:store
4 месяца назад,Челябинск,5,менее месяца,"Достоинство здесь одно, это Айфон. Перешёл на него спустя 15 лет на Андроиде. Отмечу быстродействие и отклик. Камера на высоком уровне, что и следовало ожидать). Очень порадовала цена. взял ниже рынка и остался доволен.","Хотелось бы блок питания, но увы, его нет после 11 поколения. Приходится с этим мириться.","В целом очень доволен покупкой. По сути решил взять телефон, чтобы закрыть в нем потребность на 5-6 лет, чтобы не обновляться каждые 2-3 года. К слову мне попалась Индийская версия. Телефон новый, не активированный. Приятно быть первым владельцем.",28,19,ManyPhone
3 месяца назад,Северодвинск,5,менее месяца,"Быстрый, новый, модный, современный","Нет банков (Сбербанк, втб и тд)","Первое знакомство с яблоком, до этого был ксяоми, которому уже почти стукнуло 5 лет. Смартфон интересный, много прикольных возможностей. Крутая камера!! По пломбам похоже что для индийского рынка(может и ошибаюсь).
Доставка в срок. Зарядку держит очень хорошо!!! Выбирал между 13 и 14, вот итог решил взять 14.. вышел за 69к!",0,0,ID Store
3 месяца назад,Молоково,5,менее месяца,Просто идеальный телефон!,Их просто нет совсем!,"Хочу выразить ОГРОМНОЕ спасибо продавцу DIGITAL-PLANET!!!!насколько все четко красиво и грамотно!Телефон приехал точно в срок!Сам телефон чистый,прошел все проверки!страх был перед покупкой,пообщавшись с продавцом,все страхи улетучились!Моему счастью нет предела!Приобрела айфон 14,128мб черный дуал-сим!От души рекомендую всем данного продавца DIGITAL-PLANET!",0,0,Techno Bay
2 недели назад,Санкт-Петербург,5,Не указано,Айфон на то он и айфон. О нем думать не нужно его брать нужно и пользоваться.,Нет,"В использовании 4 месяца, нареканий нет. Работает исправно, батарейку держит, фото это отдельный текст.",0,0,ProGSM
2 недели назад,Посёлок Мебельной фабрики,5,Не указано,Не указано,Не указано,"Серийный номер на сайте Эппл проверила, все сходится. Гарантия идет год. Все отлично работает. Очень боялась, что реплику продадут или придет брак. Но все супер. Очень довольна.",0,1,Prosto-Technika
4 месяца назад,Невьянск,5,менее месяца,"Умный быстрый телефон. Это мой первый iPhone. Проблем с переходом с андроид не возникло. Кайфую от голосового ввода и прочих мелких классных штук. Этот телефон помогает в моей жизни с очень быстрым ритмом. Красивый, удобный, всё продумано","Дороговато конечно, ну что ж, имеют право.","Купила ради качественных фото и моды. Производители iPhone ставят высокую цену, но это и не ширпотреб. Хочешь бери не хочешь не бери.
Все заявленные функции выполняет качественно. Эргономичный, классный",1,0,Big-Apple
2 недели назад,Москва,5,Не указано,"Оригинал, всё отлично работает",Не указано,"Отличный Айфон, оригинальный. Емкость аккумулятора 100%, коробка запечатана. Сначала сомневалась, потому что цена ниже, чем везде. Но все отлично:)",10,13,MOBILE-ROOMS
3 дня назад,Сочи,5,Не указано,Оригинал. Не вскрыт. Не активирован. На сайте эйпел проверила. Обновила до 17 иослегко.,"Один, NFC нет.",Покупкой довольна. продавца рекомендую.,0,0,1Store.
Неделю назад,Краснодар,5,Не указано,"Оригинал, пришел целый с пломбами","Нету, сама доставка хорошая, не мятый не порванная упаковка","Идеальный, спасибо большое продавцу за такое отношение к покупателям",0,0,5G Store
3 месяца назад,Монино,5,менее месяца,Быстрая и аккуратная доставка,Нет,"Телефон доставили в достаточно быстрые сроки: 6 дней! Коробка с пломбами, все аккуратно, надеюсь как и у всех. Внутри айфон 14 фиолетовый на 128 гб. Аймей бьется, все подключается, короче все четко!
Большое спасибо Вам ребят! Покупал девушке в подарок, счастлива, так и прайс приятный! Огромный респект вам еще раз!
Чуть позже закажу у Вас еще раз если сильно не подорожает, себе тоже захотел!!!",0,0,Digital Planet
Неделю назад,Москва,5,Не указано,"Товар в целости и сохранности. Упаковка на заводских пломбах и две другие пломбы, что при из срывании остается след от срыва. В общем и целом все супер👌🏻",Не указано,Не указано,5,1,ManyPhone
Неделю назад,Подольск,5,менее месяца,￼всё отлично,Их нет,"Заказ пришёл раньше указанной даты,упакован хорошо. Телефон новый, не активированный
Продавец в подарок положил чехол.",0,0,Device re:Sale
Месяц назад,Краснодар,5,Не указано,"Приехал быстро, пробивается по базе, работает, проблем не возникало","Это айфон, и стоит учитывать что в рамки вас загонять будут как хотят, к счастью для себя, покупал в подарок","берите, если вам нужен телефон не для взлома пентагона",0,0,Boutique VB
Неделю назад,Москва,5,Не указано,"очень красивый, очень приятный и потрясающе быстрый телефон. камеры - отпад!","цена конечно жесть, не дешево",поехали тут же отмечать покупку в ресторанчик),0,0,You:store
21 час назад,Москва,5,Не указано,"Отличный телефон, брали взамен iPhone X, разница ощутима",Не указано,"По серийнику пробился, новый, гарантия со дня активации. Спасибо продавцу",0,0,Доктор Техно
2 недели назад,Мурино,5,Не указано,Не указано,Не указано,"вообще не пожалела, что заказала тут телефон
пришел новый айфон 14, коробка не вскрыта, телефон не активированный, пробивается серийный номер. вообщем я очень довольна такой покупкой",0,0,World Fashion
Месяц назад,Череповец,5,Не указано,Супер аппарат,Нет,"Заказала уценку в хорошем состоянии. Телефон в лучшем даже состоянии, АКБ 90%, батарею держит отлично. Корпус без царапин, как новый практически.
На экране наклеено стекло, от чехла потертостей нет.",11,6,Мегафон. Уцененные товары
Месяц назад,Москва,5,менее месяца,"Все отлично работает, все таки айфон)",Только в понедельник получила,"Хорошо упакован, очень переживала из-за доставки, так как заказывала в четверг и приехал только в понедельник, но все обошлось и телефон я получила упакованным. IMEI проверила, оригинал, все отлично!",0,0,iPhonika MSK
2 месяца назад,Санкт-Петербург,5,несколько месяцев,"Дизайн, актуальная модель , качество",Если до этого был Андройд приложение банков можно установить только в самих филиалах банка или нужно иметь другой с айфоном,"Все соответствует описанию , пользуюсь уже месяц -все прекрасно ,ожидания совпали с реальностью
Удобно пользоваться .
Недостатков пока не заметила .",0,0,1Store.
Месяц назад,Пятигорск,5,несколько месяцев,"Достойный и мощный телефон. Очень понравился супруге. Батарея 90%, все работает без нареканий.",Все нормально. Мобила работает штатно.,"Почти год после покупки, точнее 10 месяцев, все отлично - рекомендую!",1,0,Супер Связь
2 месяца назад,Москва,5,менее месяца,Крутой смартфон,Не указано,"Заказала, не пожалела. До этого тоже был айфоша, но 8+. Перешла на этот с легкостью, навигация интуитивно понятна. Переход на новый смартфон настолько просто реализован, что хочется плакать от счастья. Реально, не надо ни о чем думать, за тебя обо всем уже подумали. Вот это я называю любовью к своему делу.",0,0,ProGSM
Месяц назад,Екатеринбург,5,Не указано,"Оригинал, настоящий новый айфон.",Нет недостатков и надеюсь не будет,"Хороший продавец, всё без обмана, телефон новый, не активированный проверили вместе с курьером. Вообщем всё четко берите не сомневайтесь.",0,0,WISHMASTER
Позавчера,Краснодар,5,Не указано,Товаром довольна!,Не обнаружила,"Доставка в срок, продавца рекомендую, телефоны оригинальные, все пришло с пломбами, не вскрытое.",0,0,Apple Mall
Месяц назад,Новомышастовская,5,менее месяца,"оригинал,ну и,естественно,отличается от андроида максимально,в лучшую сторону","пока не могу сказать,так как только получили","проверили по серийному номеру,мы первые владельцы😄 это,собственно,было важнее всего) посмотрим как будет в работе,а пока недостатков не выявлено!",0,0,Prosto-Technika
3 дня назад,Москва,5,Не указано,Оригинал,Нет,Думал заказывать или нет потом решились купили и не пожалели сын пользуется и радуется прошло уже месяц тел идеален!,0,0,AlmaStore - AS
Месяц назад,Ростов-на-Дону,5,Не указано,Не указано,Не указано,"Камера порадовала, съемка с киноэфектом достойную картинку показывает. Своих денег стоит!!! Две sim-карты это плюс. Из минусов:
- нет бесконтактной оплаты
- нет многих банков в приложениях, только через браузер.
Все остальное устраивает, летает.",0,0,Неизвестно
Месяц назад,Кудрово,5,менее месяца,"Написано,что уцененный товар,а как получил,ни одного следа использования🤷🏻‍♂️даже батарейка 100% написана🤷🏻‍♂️пока пользуюсь недолго и пока все нравится,как новый телефон,если что то замечу,обязательно напишу",Не заметил пока ни одного,Не указано,0,0,Apple Future
2 недели назад,Уфа,5,Не указано,Все шикарно,Их просто нет,"Полностью оригинал! Советую, продавец красавчик 👍 спасибо большое за идиальнось. Есть небольшой минус есть потертость коробки. А так все шикарно",0,0,Tech-studio
Месяц назад,Ростов-на-Дону,5,менее месяца,"Цена хорошая,в магазинах стоимость выше гораздо",Не нашли,"Честно,страшно было заказывать. А вдруг что или вообще кирпич прийдёт. Заказали на свой страх и риск. Но все хорошо. Единственное телефон был вскрыт и активирован. Сам телефон отличный. Все работает",0,0,Dicentre
2 недели назад,Владимир,5,Не указано,"Обожаю технику эпл. Поменяла свой стареньких айфон, на новый😋","Недостатков нет, только одни достоинства","Оригинал)
Приобрела по прекрасной цене, еще и промокод применила☺️",0,0,LeaderStore
Месяц назад,Нижний Тагил,5,Не указано,Упаковано хорошо - Коробка в пупырке и пакете. Дошло все целое.,Недостатков не обнаружено,"Телефон огонь. Начиталась отзывов, что телефоны активированные, коробки вскрытые. Так боялась, переживала…, но все хорошо. Магазин «Болтун» рекомендую.",0,0,БОЛТУН
Месяц назад,Барановка,5,менее месяца,"Отличный телефон ,заказали у данного продавца два телефона и остались очень довольны. Упаковано на 5+, внутри наклейка что упаковано было под камерой и распаковку тоже просят делать под запись видео",Их просто нет,"Телефоны работают отлично ,ранее не были активированы,покупкой довольны",0,0,Prosto-Technika
5 дней назад,Владимир,5,Не указано,"быстрая доставка, телефон оригинальный",отсутствуют,"быстро доставили, телефон проверили, оригинальный, всё хорошо, спасибо продавцу",0,0,AppleJobs
Месяц назад,Королёв,5,Не указано,Не указано,Не указано,"Здравствуйте, телефон пришел за три дня. Все оригинальное не царапинки, коробка не вскрыта. Покупал жене. Она очень довольна!
Про характеристики думаю говорить без смысла.
Главное все работает и нет ни какой подставы!",0,0,Apple Mall
Не указано,Не указано,5,Не указано,Не указано,Не указано,"Отличный телефон, да меньше функций чем на андроиде, но он работает стабильно без зависаний и лагов и мне это нравится",0,0,Astore Market
Неделю назад,Краснодар,5,Не указано,Телефон в запломбированной заводской коробке Apple. С активацией нет проблем. Слот для двух микро симок - очень круто.,Не указано,Продавцу большое спасибо!,0,0,Digital Planet
6 дней назад,Набережные Челны,5,Не указано,Оригинальный iPhone. Произведен в Индии.,Недостатков нет. Все работает. Проверили на сайте.,Пользуюсь второй месяц. Нареканий нет.,0,0,Prosto-Technika
5 дней назад,Саров,5,Не указано,Пришел быстро. Телефон изготовлен в Индии для Индии. Отличий от айфона для России не нашел и не заметил. Все работает штатно,Не указано,Не указано,0,0,Prosto-Technika
2 недели назад,Подольск,5,Не указано,Apple и этим всё сказано!,Нет,"Доставка довольно быстрая. Телефон пришел хорошо упакованный. Покупала в подарок мужу, ещё не распечатывала. Производство Индия.",0,0,iSales
3 месяца назад,Никольское,5,менее месяца,"Очень хорош собой! красивый, удобный, очень шустрый. Не восстановленный, оригинал, смарт для Индии. Пришел хорошо упакован, пломбы на месте. Активирован впервые мной, судя по всему)","да не знаю, наверное их нет, но после андроида непривычно..","Доставка понравилась, спасибо Яндекс Маркет! как то неожиданно быстро, за день до заявленной) пришлось правда понервничать, потому как статус заказа не менялся до последнего дня.",0,0,TIGIAL
2 недели назад,Санкт-Петербург,5,Не указано,"всё ок телефон оригинал, коробка пришла с пломбами и хорошо упакована. мои рекомендации.",Не указано,"хороший магазин, никаких нареканий по качеству, заказал через Яндекс маркет.",0,1,iSpot
Позавчера,Новороссийск,5,Не указано,Не указано,не нашла,"покупала сыну в подарок. Он счастлив. Телефон работает, настроить не составило труда. Покупкой довольна.",0,0,You:store
2 недели назад,Тольятти,5,Не указано,"Оригинал, пришёл не активированный, новый айфон
Цена хорошая","Их нету, все на высшем уровене","Боялся придёт восстановленный или не оригинал, все отлично, спасибо",0,0,AiStore
2 недели назад,Москва,5,Не указано,"Работает, звонит, смс отправляет, видео загружает","Купил жене, а не себе",Все нормально. Жена довольна. И я спокойно пью пиво и смотрю футбол пока она листает соцсети,1,0,СкринШот
2 месяца назад,Санкт-Петербург,5,менее месяца,Оригинал,"Все в отзывах писали, что привезли раньше, я тоже надеялась, но привезли в срок)","Я в восторге, телефон новый, не активированный, естественно оригинальный, долго выбирала продавца на маркете, читала сравнивала-здесь самая приятная цена на момент покупки, по факту 14й по цене 13го, продавца рекомендую👍🏻 Спасибо",0,2,Супер Связь
2 месяца назад,Саратов,5,менее месяца,Он шикарен,"Пока никаких нет, надеюсь ничего не всплывёт.","Доставка задержалась на 1 день. Но пришло в отличном состоянии и это главное. Оригинальный, все проверила. Wi-fi кстати так и называется, а не wlan. Вообще-то телефон пушка, это мой первый айфон и мне прям очень нравится.",0,0,Digital Planet
2 недели назад,Москва,5,Не указано,"Оригинальный телефон ,цена очень порадовала )) пользуюсь месяц работает идеально, гарантия год ,по всем проверкам прошел",Нет адаптера в комплекте ((,Не указано,0,0,Apple Mall
Неделю назад,Кореновск,5,Не указано,"оригинал, не активирован, весь в заводской упаковке, серийный номер и емэй соответствуют. Есть провод",нет зарядного блочка,Не указано,0,0,GALA-store
Месяц назад,Москва,5,Не указано,Пломбы все были сохранены на коробке . Телефон оригинальный.,Коробка приехала слегка грязная,"Пользуюсь не очень давно , купленным девайсом , поэтому чуть позже возможно дополню отзыв",0,0,EXCESSORIZ
3 недели назад,Екатеринбург,5,Не указано,"Ну тут пожалуй бессмысленно что-то говорить, это айфон",Не имеется,"Пришел в срок, запакованный в доп коробку и пупырку опломбированный, не активированный. Продавцу респект.",0,0,S.Store
Месяц назад,Москва,5,менее месяца,"Оригинальный, код проверили, всё супер. Дарили маме, мама счастлива.","Чуть была испачкана коробка, так как айфон ехал из Индии. Для подарка не очень, но мы упаковали в клейкую бумагу)",Айфон - есть айфон) всё супер,0,0,EXCESSORIZ
Месяц назад,Курчатов,5,менее месяца,"Оригинальный , ёмкость аккума 100% при первом запуске, с пломбами и пришел вовремя )",Нет,"Очень боялась заказывать за такие деньги кота в мешке, но рискнула и довольна безумно! Телефон целый, пришел не поврежденный",0,0,S.Store
Неделю назад,Воронеж,5,Не указано,По моим проверкам телефон оригинал,Мятая коробка и непонятные мне наклейки,Хотелось бы возможность связываться с продавцом для личных вопросов,0,1,БОЛТУН
Месяц назад,Мытищи,5,Не указано,"Ну про айфон уже все написано, добавить нечего! Данный товар для рынка Индии, пришел в прекрасном состоянии, никаких нареканий. Работает без вопросов, цена при оплате Альфа картой очень порадовала.",Не указано,Не указано,0,0,S.Store
Неделю назад,Локоть,5,менее месяца,"Покупали в подарок.Хорошо упакован,все пломбы на месте.Ребенок доволен",Не указано,"доставили вовремя,упаковка не нарушена,все работает",0,1,Digital Planet
Месяц назад,Санкт-Петербург,5,Не указано,"Оригинал, быстрая доставка",Нет,"Оригинал, активирован ранее не был, все пломбы на месте. Привезли за пару дней, курьер заранее позвонил, подождал проверку серийного номера. Вежливый продавец, все подробно объяснил. Все отлично спасибо большое!)",0,0,Sibdroid
3 недели назад,Санкт-Петербург,5,Не указано,Безумная рада в руках держать айфон. Восторг 10/10,Не указано,"Думала, что привезут б/у ,так как получилось приобрести по скидке, но нет, все пришло новенькое . Спасибо",0,0,You:store
Месяц назад,Москва,5,менее месяца,"Коробка пришла с пломбами, хорошо упакован, новый. Производство для Китая. Все отлично работает","WiFi и сеть называются по другому , но это не критично","Все хорошо работает, пользуюсь пару недель. После андройда сложновато, но к качеству работы претензий пока нет.",0,0,Apple Mall
3 месяца назад,Ростов-на-Дону,5,Не указано,Не указано,Немного грязная коробка,"Телефон для Индии рассчитан. Стикеры, видимо, переклеили - вокруг них все слегка липкое. Но это закономерно, раз телефон для другого государства выпущен.
Так или иначе:
Серийные номера совпадают везде.
Батарея 100% заряд, циклы заряда только мои, т.е. телефон в использовании не был.
Работает шикарно, сомнений в качестве нет абсолютно",0,0,1Store.
Не указано,Не указано,5,менее месяца,Не указано,Не указано,"Тут говорить и писать ничего не надо. Есть мерседес, и жигули. При всех одинаковых показателях, мерседес лучше всех, тут так же. ПРОСТО СУПЕР!!!",0,1,citimark
Месяц назад,Нижний Новгород,5,Не указано,"Выбирали телефон по сочетанию количества отзывов и рейтинга у продавца. Очень красивый цвет, металлизированный корпус.","Нет, разве что при переходе с 13 модели не сильно ощущается разница",Не указано,0,0,Apple Mall
2 месяца назад,Москва,5,менее месяца,"Во-первых, огромная благодарность продавцу: так как не было обычного 14го айфона, мне предложили замену на 14Plus без доп плат, что вообще меня восхитило. Благодарю. Телефон отличный, оригинальный. Пользуюсь больше 2х недель и в восторге. Продавца рекомендую однозначно!",Не указано,Не указано,0,0,100STORE
2 недели назад,Санкт-Петербург,5,Не указано,"Оригинал, не активирован, упакован хорошо.",Не замечено,"В использовании несколько дней, пока всё хорошо. Товар оригинальный и на гарантии",0,1,WISHMASTER
Месяц назад,Санкт-Петербург,5,Не указано,ЛЕТАЕТ ПРОСТО,нету за такие деньги,Первый очередь соболезную семьем погибших в теракте в Москве 22.03.2024 Скорбим !!! Вечная память! Дай всевышний Аллах терпения оставшимися родным и близким Погибших! На счёт айфон все идеально ОРИГИНАЛНО,0,0,ЦентрСвязи
6 дней назад,Москва,5,Не указано,"Прекрасный телефон, все работает отлично, красивый цвет",Хотелось бы экран 120 Гц,Отлично подойдет как подарок,0,0,5G Store
4 месяца назад,Краснодар,5,менее месяца,отличный аппарат по прям очень хорошей цене,не обнаружено таковых,давно хотел вернуться к Айфону вот друзья убедили и я себя побаловал подарком на день рожденье... перерыл всё предложения и по акции за 62000 прям зашло.... сначала было ссыкатно что товар из за границы но всё пришло во время... единственное доставку перенесли на один день и то скорее всего в связи с предновогодней суетой. пришёл запакованный..не вскрытый.. ну вы знаете какой это кайф срывать пленочки с айфонов,5,0,Digital Planet
4 дня назад,Лобня,5,Не указано,"Отличный телефон, новый по цене рефаба",Нет,"Все отлично, телефон новый, брал в подарок, человек доволен!",0,0,Prosto-Technika
3 дня назад,Марьянская,5,Не указано,"Пришёл хорошо запакованный,всё чётко проверил, и могу сказать что полный ориг, так что советую",Нету,Не указано,0,0,Tech Story Mobile
Месяц назад,Екатеринбург,5,менее месяца,"Быстрый, легкий","Их нет, телефон прекрасный","Сделала себе подарок на 8 марта. Очень переживала, что будет что-то не так, но телефон очень хороший. После моего старенького xr этот просто молниеносный и красивый. Пришел даже раньше на один день. Спасибо продавцу!",0,0,Dicentre
3 дня назад,Мурино,5,Не указано,"Телефон оригинальный, при получении проверяла IMEI на коробке. На сайте Apple все подтвердилось",нет,Не указано,0,0,Супер Связь
2 месяца назад,Нижнекамск,5,менее месяца,Одни достоинства,Пока нету,"Телефон пришел новый с Индии, проблем нет с активацией, только с настройками камеры мучаюсь,фронталка не нравится как будто лицо старит, не знаю как настроить подскажите пожалуйста , это фото сделано на заднюю камеру, а вот фронталка печалька",0,0,S.Store
2 месяца назад,Москва,5,несколько месяцев,"Очень приятная вибрация (с каждой новой моделью все приятнее) Четкий экран, классный звук","Ограничения. Невозможность по человечески установить тот же Сбербанк без помощи сотрудника банка. Но это все мелочи, на самом деле, да и вопрос времени.","Брал для мамы, в целом, очень довольны!",0,0,Astore Market
Месяц назад,Екатеринбург,5,Не указано,"это айфон, что тут еще сказать",не нашел,"это мой первый айфон, всю жизнь ходил с андроидом; есть некоторые моменты, которые изначально в андроиде нравились больше, чем в айфоне, но спустя время привык к нему и все стало гуд",0,0,яблоко12
Неделю назад,Среднеуральск,5,Не указано,"Тот самый айфон, добавить нечего","Не обнаружил, идеальное состояние",Действительно новый и оригинальный телефон,1,3,ManyPhone
2 месяца назад,Самара,5,менее месяца,"Хорошо держит заряд,весь день) отличная камера ,для любителей небольших телефонов самое то) пришел оригинал ,сразу пробила по серийному номеру,очень быстрая доставка и хорошая цена) очень шустрый,как и обычный новый айфон ,гарантия тоже дается ,продавцу спасибо за такой товар!",Не указано,Не указано,0,0,Apple Mall
2 недели назад,Тимашевск,5,Не указано,Не указано,Измените описание .,"Телефон оригинал , но не ростест как было написано . А так все в порядке , все пломбы на месте, не восстановленный .",0,0,emobile66
4 дня назад,Выборг,5,Не указано,"Отличный телефон. Оригинал. Все пришло целое, упаковка не повреждена. Телефон работает на ура!",Нет,Не указано,0,0,iBox.Store
2 недели назад,Волжский,5,Не указано,"Полно, довольна покупкой!","Мне показался один недостаток, при плотном использовании телефона, быстро садиться зарядка, а так все отлично.",Не указано,0,0,S.Store
Неделю назад,Санкт-Петербург,5,Не указано,"Хорошо упакован, оригинальный, в заводской пленке",Не указано,"Пользуюсь уже несколько недель, никаких нареканий, отличный телефон",0,0,mobiko
3 месяца назад,Краснодар,5,менее месяца,Оригинал все прекрасно работает брал на подарок жена в восторге,Никаких все супер,Лучший поставщик! Очень переживал за доставку так как читал что не бережно упаковывают но не от этого магазина все очень окуратно завернут в пупырку и упакован в плотную коробку добавили номер для помощи в активации!!! Большое спасибо буду сотрудничать только с этим магазином !!!,0,0,istore93
3 недели назад,Сочи,5,Не указано,"Все понравилось , долго думала заказать или нет , положилась на отзывы и заказала","Их нет , пока все хорошо","Оригинальный , все классно хороший продавец",0,0,ID Store
2 месяца назад,Клин,5,менее месяца,Цена. Доставка.,Внешний вид коробки.,"Цена адекватная. Доставка не подвела. Отдельный вопрос к коробке... телефон покупался в подарок, и внешний вид коробки не соответствует празднику)), но в принципе влажной салфеткой все можно очистить. Оригинальность везде просматривается, все пробивается как нужно.",0,0,S.Store
5 дней назад,Екатеринбург,5,Не указано,Замечательный телефон,"Нет недостатков, всё устраивает.","Ожидания оправданы, проблем с заказом не было.",0,0,СП-Компьютер
2 недели назад,Екатеринбург,5,Не указано,"отличный телефон, качественный","их просто нет, все отлично","Телефон красивый, шустрый, передача цветов на высоте, жена нарадоваться не может)",0,0,Prosto-Technika
2 недели назад,Санкт-Петербург,5,Не указано,"Пришел в целой коробке, с пломбами, комплектация полная",Пока не выявила,Пользуюсь несколько дней. На данный момент все хорошо,0,0,Prosto-Technika
Неделю назад,Москва,5,Не указано,"Айфон как айфон, ничего удивительного, всё хорошо)",Их нет,"Всё ок, оригинальный новый айфон, спокойно покупайте)",0,0,MOBILE-ROOMS
Неделю назад,Москва,5,менее месяца,"Аккумулятор, камера, шустрый",Недостатков не обнаружила,"Прекрасный телефон, пользуюсь уже больше 2 месяцев!",0,0,MOBILE-ROOMS
3 месяца назад,Тихорецк,5,Не указано,"Камера на голову выше предыдущих телефонов, которые использовал (не айфоны). Качество сборки, тактильные ощущения и удобный форм-фактор.","Главный недостаток - отсутствие блока питания ""с коробки"" (лично для меня, как пользователя другой ОС). Так же временные проблемы с установкой приложений ру-сегмента.",3 месяца эксплуатации - замечаний и нареканий нет.,1,0,Prosto-Technika
